start,P_or_T_above,time_until_peak,time_until_trough,peaks_above,troughs_above
25423,False,10,2,0,0
25424,False,9,1,0,0
25425,False,8,16,0,0
25426,False,7,15,0,0
25427,False,6,14,0,0
25428,False,5,13,0,0
25429,False,4,12,0,0
25430,False,3,11,0,0
25431,False,2,10,0,0
25432,False,1,9,0,0
25433,False,15,8,0,0
25434,False,14,7,0,0
25435,False,13,6,0,0
25436,False,12,5,0,0
25437,False,11,4,0,0
25438,False,10,3,0,0
25439,False,9,2,0,0
25440,False,8,1,0,0
25441,False,7,15,0,0
25442,False,6,14,0,0
25443,False,5,13,0,0
25444,False,4,12,0,0
25445,False,3,11,0,0
25446,False,2,10,0,0
25447,False,1,9,0,0
25448,False,22,8,0,0
25449,False,21,7,0,0
25450,False,20,6,0,0
25451,False,19,5,0,0
25452,False,18,4,0,0
25453,False,17,3,0,0
25454,False,16,2,0,0
25455,False,15,1,0,0
25456,False,14,22,0,0
25457,False,13,21,0,0
25458,False,12,20,0,0
25459,False,11,19,0,0
25460,False,10,18,0,0
25461,False,9,17,0,0
25462,False,8,16,0,0
25463,False,7,15,0,0
25464,False,6,14,0,0
25465,False,5,13,0,0
25466,False,4,12,0,0
25467,False,3,11,0,0
25468,False,2,10,0,0
25469,False,1,9,0,0
25470,False,16,8,0,0
25471,False,15,7,0,0
25472,False,14,6,0,0
25473,False,13,5,0,0
25474,False,12,4,0,0
25475,False,11,3,0,0
25476,False,10,2,0,0
25477,False,9,1,0,0
25478,False,8,16,0,0
25479,False,7,15,0,0
25480,False,6,14,0,0
25481,False,5,13,0,0
25482,False,4,12,0,0
25483,False,3,11,0,0
25484,False,2,10,0,0
25485,False,1,9,0,0
25486,False,15,8,0,0
25487,False,14,7,0,0
25488,False,13,6,0,0
25489,False,12,5,0,0
25490,False,11,4,0,0
25491,False,10,3,0,0
25492,False,9,2,0,0
25493,False,8,1,0,0
25494,False,7,15,0,0
25495,False,6,14,0,0
25496,False,5,13,0,0
25497,False,4,12,0,0
25498,False,3,11,0,0
25499,False,2,10,0,0
25500,False,1,9,0,0
25501,True,15,8,1,0
25502,True,14,7,1,0
25503,True,13,6,1,0
25504,True,12,5,1,0
25505,True,11,4,1,0
25506,True,10,3,1,0
25507,True,9,2,1,0
25508,True,8,1,1,0
25509,True,7,15,1,1
25510,True,6,14,1,1
25511,True,5,13,1,1
25512,True,4,12,1,1
25513,True,3,11,1,1
25514,True,2,10,1,1
25515,True,1,9,1,1
25516,True,15,8,0,1
25517,True,14,7,0,1
25518,True,13,6,0,1
25519,True,12,5,0,1
25520,True,11,4,0,1
25521,True,10,3,0,1
25522,True,9,2,0,1
25523,True,8,1,0,1
25524,False,7,15,0,0
25525,False,6,14,0,0
25526,False,5,13,0,0
25527,False,4,12,0,0
25528,False,3,11,0,0
25529,False,2,10,0,0
25530,False,1,9,0,0
25531,False,20,8,0,0
25532,False,19,7,0,0
25533,False,18,6,0,0
25534,False,17,5,0,0
25535,False,16,4,0,0
25536,False,15,3,0,0
25537,False,14,2,0,0
25538,False,13,1,0,0
25539,True,12,21,0,2
25540,True,11,20,0,2
25541,True,10,19,0,2
25542,True,9,18,0,2
25543,True,8,17,0,2
25544,True,7,16,0,2
25545,True,6,15,0,2
25546,True,5,14,0,2
25547,True,4,13,0,2
25548,True,3,12,0,2
25549,True,2,11,0,2
25550,True,1,10,0,2
25551,True,17,9,2,2
25552,True,16,8,2,2
25553,True,15,7,2,2
25554,True,14,6,2,2
25555,True,13,5,2,2
25556,True,12,4,2,2
25557,True,11,3,2,2
25558,True,10,2,2,2
25559,True,9,1,2,2
25560,True,8,16,2,1
25561,True,7,15,2,1
25562,True,6,14,2,1
25563,True,5,13,2,1
25564,True,4,12,2,1
25565,True,3,11,2,1
25566,True,2,10,2,1
25567,True,1,9,2,1
25568,True,16,8,1,1
25569,True,15,7,1,1
25570,True,14,6,1,1
25571,True,13,5,1,1
25572,True,12,4,1,1
25573,True,11,3,1,1
25574,True,10,2,1,1
25575,True,9,1,1,1
25576,True,8,16,1,0
25577,True,7,15,1,0
25578,True,6,14,1,0
25579,True,5,13,1,0
25580,True,4,12,1,0
25581,True,3,11,1,0
25582,True,2,10,1,0
25583,True,1,9,1,0
25584,False,15,8,0,0
25585,False,14,7,0,0
25586,False,13,6,0,0
25587,False,12,5,0,0
25588,False,11,4,0,0
25589,False,10,3,0,0
25590,False,9,2,0,0
25591,False,8,1,0,0
25592,False,7,14,0,0
25593,False,6,13,0,0
25594,False,5,12,0,0
25595,False,4,11,0,0
25596,False,3,10,0,0
25597,False,2,9,0,0
25598,False,1,8,0,0
25599,False,16,7,0,0
25600,False,15,6,0,0
25601,False,14,5,0,0
25602,False,13,4,0,0
25603,False,12,3,0,0
25604,False,11,2,0,0
25605,False,10,1,0,0
25606,False,9,19,0,0
25607,False,8,18,0,0
25608,False,7,17,0,0
25609,False,6,16,0,0
25610,False,5,15,0,0
25611,False,4,14,0,0
25612,False,3,13,0,0
25613,False,2,12,0,0
25614,False,1,11,0,0
25615,False,18,10,0,0
25616,False,17,9,0,0
25617,False,16,8,0,0
25618,False,15,7,0,0
25619,False,14,6,0,0
25620,False,13,5,0,0
25621,False,12,4,0,0
25622,False,11,3,0,0
25623,False,10,2,0,0
25624,False,9,1,0,0
25625,False,8,16,0,0
25626,False,7,15,0,0
25627,False,6,14,0,0
25628,False,5,13,0,0
25629,False,4,12,0,0
25630,False,3,11,0,0
25631,False,2,10,0,0
25632,False,1,9,0,0
25633,False,15,8,0,0
25634,False,14,7,0,0
25635,False,13,6,0,0
25636,False,12,5,0,0
25637,False,11,4,0,0
25638,False,10,3,0,0
25639,False,9,2,0,0
25640,False,8,1,0,0
25641,False,7,15,0,0
25642,False,6,14,0,0
25643,False,5,13,0,0
25644,False,4,12,0,0
25645,False,3,11,0,0
25646,False,2,10,0,0
25647,False,1,9,0,0
25648,False,16,8,0,0
25649,False,15,7,0,0
25650,False,14,6,0,0
25651,False,13,5,0,0
25652,False,12,4,0,0
25653,False,11,3,0,0
25654,False,10,2,0,0
25655,False,9,1,0,0
25656,False,8,16,0,0
25657,False,7,15,0,0
25658,False,6,14,0,0
25659,False,5,13,0,0
25660,False,4,12,0,0
25661,False,3,11,0,0
25662,False,2,10,0,0
25663,False,1,9,0,0
25664,False,15,8,0,0
25665,False,14,7,0,0
25666,False,13,6,0,0
25667,False,12,5,0,0
25668,False,11,4,0,0
25669,False,10,3,0,0
25670,False,9,2,0,0
25671,False,8,1,0,0
25672,False,7,14,0,0
25673,False,6,13,0,0
25674,False,5,12,0,0
25675,False,4,11,0,0
25676,False,3,10,0,0
25677,False,2,9,0,0
25678,False,1,8,0,0
25679,False,14,7,0,0
25680,False,13,6,0,0
25681,False,12,5,0,0
25682,False,11,4,0,0
25683,False,10,3,0,0
25684,False,9,2,0,0
25685,False,8,1,0,0
25686,False,7,14,0,0
25687,False,6,13,0,0
25688,False,5,12,0,0
25689,False,4,11,0,0
25690,False,3,10,0,0
25691,False,2,9,0,0
25692,False,1,8,0,0
25693,False,14,7,0,0
25694,False,13,6,0,0
25695,False,12,5,0,0
25696,False,11,4,0,0
25697,False,10,3,0,0
25698,False,9,2,0,0
25699,False,8,1,0,0
25700,False,7,13,0,0
25701,False,6,12,0,0
25702,False,5,11,0,0
25703,False,4,10,0,0
25704,False,3,9,0,0
25705,False,2,8,0,0
25706,False,1,7,0,0
25707,False,12,6,0,0
25708,False,11,5,0,0
25709,False,10,4,0,0
25710,False,9,3,0,0
25711,False,8,2,0,0
25712,False,7,1,0,0
25713,False,6,13,0,0
25714,False,5,12,0,0
25715,False,4,11,0,0
25716,False,3,10,0,0
25717,False,2,9,0,0
25718,False,1,8,0,0
25719,False,14,7,0,0
25720,False,13,6,0,0
25721,False,12,5,0,0
25722,False,11,4,0,0
25723,False,10,3,0,0
25724,False,9,2,0,0
25725,False,8,1,0,0
25726,False,7,15,0,0
25727,False,6,14,0,0
25728,False,5,13,0,0
25729,False,4,12,0,0
25730,False,3,11,0,0
25731,False,2,10,0,0
25732,False,1,9,0,0
25733,True,15,8,2,0
25734,True,14,7,2,0
25735,True,13,6,2,0
25736,True,12,5,2,0
25737,True,11,4,2,0
25738,True,10,3,2,0
25739,True,9,2,2,0
25740,True,8,1,2,0
25741,True,7,14,2,1
25742,True,6,13,2,1
25743,True,5,12,2,1
25744,True,4,11,2,1
25745,True,3,10,2,1
25746,True,2,9,2,1
25747,True,1,8,2,1
25748,True,15,7,1,1
25749,True,14,6,1,1
25750,True,13,5,1,1
25751,True,12,4,1,1
25752,True,11,3,1,1
25753,True,10,2,1,1
25754,True,9,1,1,1
25755,True,8,15,1,0
25756,True,7,14,1,0
25757,True,6,13,1,0
25758,True,5,12,1,0
25759,True,4,11,1,0
25760,True,3,10,1,0
25761,True,2,9,1,0
25762,True,1,8,1,0
25763,False,15,7,0,0
25764,False,14,6,0,0
25765,False,13,5,0,0
25766,False,12,4,0,0
25767,False,11,3,0,0
25768,False,10,2,0,0
25769,False,9,1,0,0
25770,False,8,17,0,0
25771,False,7,16,0,0
25772,False,6,15,0,0
25773,False,5,14,0,0
25774,False,4,13,0,0
25775,False,3,12,0,0
25776,False,2,11,0,0
25777,False,1,10,0,0
25778,False,18,9,0,0
25779,False,17,8,0,0
25780,False,16,7,0,0
25781,False,15,6,0,0
25782,False,14,5,0,0
25783,False,13,4,0,0
25784,False,12,3,0,0
25785,False,11,2,0,0
25786,False,10,1,0,0
25787,False,9,17,0,0
25788,False,8,16,0,0
25789,False,7,15,0,0
25790,False,6,14,0,0
25791,False,5,13,0,0
25792,False,4,12,0,0
25793,False,3,11,0,0
25794,False,2,10,0,0
25795,False,1,9,0,0
25796,False,16,8,0,0
25797,False,15,7,0,0
25798,False,14,6,0,0
25799,False,13,5,0,0
25800,False,12,4,0,0
25801,False,11,3,0,0
25802,False,10,2,0,0
25803,False,9,1,0,0
25804,False,8,19,0,0
25805,False,7,18,0,0
25806,False,6,17,0,0
25807,False,5,16,0,0
25808,False,4,15,0,0
25809,False,3,14,0,0
25810,False,2,13,0,0
25811,False,1,12,0,0
25812,False,21,11,0,0
25813,False,20,10,0,0
25814,False,19,9,0,0
25815,False,18,8,0,0
25816,False,17,7,0,0
25817,False,16,6,0,0
25818,False,15,5,0,0
25819,False,14,4,0,0
25820,False,13,3,0,0
25821,False,12,2,0,0
25822,False,11,1,0,0
25823,False,10,19,0,0
25824,False,9,18,0,0
25825,False,8,17,0,0
25826,False,7,16,0,0
25827,False,6,15,0,0
25828,False,5,14,0,0
25829,False,4,13,0,0
25830,False,3,12,0,0
25831,False,2,11,0,0
25832,False,1,10,0,0
25833,False,17,9,0,0
25834,False,16,8,0,0
25835,False,15,7,0,0
25836,False,14,6,0,0
25837,False,13,5,0,0
25838,False,12,4,0,0
25839,False,11,3,0,0
25840,False,10,2,0,0
25841,False,9,1,0,0
25842,False,8,16,0,0
25843,False,7,15,0,0
25844,False,6,14,0,0
25845,False,5,13,0,0
25846,False,4,12,0,0
25847,False,3,11,0,0
25848,False,2,10,0,0
25849,False,1,9,0,0
25850,False,16,8,0,0
25851,False,15,7,0,0
25852,False,14,6,0,0
25853,False,13,5,0,0
25854,False,12,4,0,0
25855,False,11,3,0,0
25856,False,10,2,0,0
25857,False,9,1,0,0
25858,False,8,17,0,0
25859,False,7,16,0,0
25860,False,6,15,0,0
25861,False,5,14,0,0
25862,False,4,13,0,0
25863,False,3,12,0,0
25864,False,2,11,0,0
25865,False,1,10,0,0
25866,False,21,9,0,0
25867,False,20,8,0,0
25868,False,19,7,0,0
25869,False,18,6,0,0
25870,False,17,5,0,0
25871,False,16,4,0,0
25872,False,15,3,0,0
25873,False,14,2,0,0
25874,False,13,1,0,0
25875,False,12,21,0,0
25876,False,11,20,0,0
25877,False,10,19,0,0
25878,False,9,18,0,0
25879,False,8,17,0,0
25880,False,7,16,0,0
25881,False,6,15,0,0
25882,False,5,14,0,0
25883,False,4,13,0,0
25884,False,3,12,0,0
25885,False,2,11,0,0
25886,False,1,10,0,0
25887,False,16,9,0,0
25888,False,15,8,0,0
25889,False,14,7,0,0
25890,False,13,6,0,0
25891,False,12,5,0,0
25892,False,11,4,0,0
25893,False,10,3,0,0
25894,False,9,2,0,0
25895,False,8,1,0,0
25896,False,7,12,0,0
25897,False,6,11,0,0
25898,False,5,10,0,0
25899,False,4,9,0,0
25900,False,3,8,0,0
25901,False,2,7,0,0
25902,False,1,6,0,0
25903,False,7,5,0,0
25904,False,6,4,0,0
25905,False,5,3,0,0
25906,False,4,2,0,0
25907,False,3,1,0,0
25908,False,2,10,0,0
25909,False,1,9,0,0
25910,False,16,8,0,0
25911,False,15,7,0,0
25912,False,14,6,0,0
25913,False,13,5,0,0
25914,False,12,4,0,0
25915,False,11,3,0,0
25916,False,10,2,0,0
25917,False,9,1,0,0
25918,True,8,16,0,2
25919,True,7,15,0,2
25920,True,6,14,0,2
25921,True,5,13,0,2
25922,True,4,12,0,2
25923,True,3,11,0,2
25924,True,2,10,0,2
25925,True,1,9,0,2
25926,True,16,8,2,2
25927,True,15,7,2,2
25928,True,14,6,2,2
25929,True,13,5,2,2
25930,True,12,4,2,2
25931,True,11,3,2,2
25932,True,10,2,2,2
25933,True,9,1,2,2
25934,True,8,17,2,1
25935,True,7,16,2,1
25936,True,6,15,2,1
25937,True,5,14,2,1
25938,True,4,13,2,1
25939,True,3,12,2,1
25940,True,2,11,2,1
25941,True,1,10,2,1
25942,True,18,9,1,1
25943,True,17,8,1,1
25944,True,16,7,1,1
25945,True,15,6,1,1
25946,True,14,5,1,1
25947,True,13,4,1,1
25948,True,12,3,1,1
25949,True,11,2,1,1
25950,True,10,1,1,1
25951,True,9,17,1,0
25952,True,8,16,1,0
25953,True,7,15,1,0
25954,True,6,14,1,0
25955,True,5,13,1,0
25956,True,4,12,1,0
25957,True,3,11,1,0
25958,True,2,10,1,0
25959,True,1,9,1,0
25960,False,18,8,0,0
25961,False,17,7,0,0
25962,False,16,6,0,0
25963,False,15,5,0,0
25964,False,14,4,0,0
25965,False,13,3,0,0
25966,False,12,2,0,0
25967,False,11,1,0,0
25968,False,10,19,0,0
25969,False,9,18,0,0
25970,False,8,17,0,0
25971,False,7,16,0,0
25972,False,6,15,0,0
25973,False,5,14,0,0
25974,False,4,13,0,0
25975,False,3,12,0,0
25976,False,2,11,0,0
25977,False,1,10,0,0
25978,False,18,9,0,0
25979,False,17,8,0,0
25980,False,16,7,0,0
25981,False,15,6,0,0
25982,False,14,5,0,0
25983,False,13,4,0,0
25984,False,12,3,0,0
25985,False,11,2,0,0
25986,False,10,1,0,0
25987,False,9,17,0,0
25988,False,8,16,0,0
25989,False,7,15,0,0
25990,False,6,14,0,0
25991,False,5,13,0,0
25992,False,4,12,0,0
25993,False,3,11,0,0
25994,False,2,10,0,0
25995,False,1,9,0,0
25996,False,17,8,0,0
25997,False,16,7,0,0
25998,False,15,6,0,0
25999,False,14,5,0,0
26000,False,13,4,0,0
26001,False,12,3,0,0
26002,False,11,2,0,0
26003,False,10,1,0,0
26004,False,9,17,0,0
26005,False,8,16,0,0
26006,False,7,15,0,0
26007,False,6,14,0,0
26008,False,5,13,0,0
26009,False,4,12,0,0
26010,False,3,11,0,0
26011,False,2,10,0,0
26012,False,1,9,0,0
26013,False,14,8,0,0
26014,False,13,7,0,0
26015,False,12,6,0,0
26016,False,11,5,0,0
26017,False,10,4,0,0
26018,False,9,3,0,0
26019,False,8,2,0,0
26020,False,7,1,0,0
26021,False,6,9,0,0
26022,False,5,8,0,0
26023,False,4,7,0,0
26024,False,3,6,0,0
26025,False,2,5,0,0
26026,False,1,4,0,0
26027,False,11,3,0,0
26028,False,10,2,0,0
26029,False,9,1,0,0
26030,False,8,16,0,0
26031,False,7,15,0,0
26032,False,6,14,0,0
26033,False,5,13,0,0
26034,False,4,12,0,0
26035,False,3,11,0,0
26036,False,2,10,0,0
26037,False,1,9,0,0
26038,False,16,8,0,0
26039,False,15,7,0,0
26040,False,14,6,0,0
26041,False,13,5,0,0
26042,False,12,4,0,0
26043,False,11,3,0,0
26044,False,10,2,0,0
26045,False,9,1,0,0
26046,True,8,15,0,1
26047,True,7,14,0,1
26048,True,6,13,0,1
26049,True,5,12,0,1
26050,True,4,11,0,1
26051,True,3,10,0,1
26052,True,2,9,0,1
26053,True,1,8,0,1
26054,True,15,7,1,1
26055,True,14,6,1,1
26056,True,13,5,1,1
26057,True,12,4,1,1
26058,True,11,3,1,1
26059,True,10,2,1,1
26060,True,9,1,1,1
26061,True,8,16,1,0
26062,True,7,15,1,0
26063,True,6,14,1,0
26064,True,5,13,1,0
26065,True,4,12,1,0
26066,True,3,11,1,0
26067,True,2,10,1,0
26068,True,1,9,1,0
26069,False,16,8,0,0
26070,False,15,7,0,0
26071,False,14,6,0,0
26072,False,13,5,0,0
26073,False,12,4,0,0
26074,False,11,3,0,0
26075,False,10,2,0,0
26076,False,9,1,0,0
26077,False,8,16,0,0
26078,False,7,15,0,0
26079,False,6,14,0,0
26080,False,5,13,0,0
26081,False,4,12,0,0
26082,False,3,11,0,0
26083,False,2,10,0,0
26084,False,1,9,0,0
26085,False,16,8,0,0
26086,False,15,7,0,0
26087,False,14,6,0,0
26088,False,13,5,0,0
26089,False,12,4,0,0
26090,False,11,3,0,0
26091,False,10,2,0,0
26092,False,9,1,0,0
26093,False,8,16,0,0
26094,False,7,15,0,0
26095,False,6,14,0,0
26096,False,5,13,0,0
26097,False,4,12,0,0
26098,False,3,11,0,0
26099,False,2,10,0,0
26100,False,1,9,0,0
26101,False,15,8,0,0
26102,False,14,7,0,0
26103,False,13,6,0,0
26104,False,12,5,0,0
26105,False,11,4,0,0
26106,False,10,3,0,0
26107,False,9,2,0,0
26108,False,8,1,0,0
26109,False,7,14,0,0
26110,False,6,13,0,0
26111,False,5,12,0,0
26112,False,4,11,0,0
26113,False,3,10,0,0
26114,False,2,9,0,0
26115,False,1,8,0,0
26116,False,14,7,0,0
26117,False,13,6,0,0
26118,False,12,5,0,0
26119,False,11,4,0,0
26120,False,10,3,0,0
26121,False,9,2,0,0
26122,False,8,1,0,0
26123,False,7,14,0,0
26124,False,6,13,0,0
26125,False,5,12,0,0
26126,False,4,11,0,0
26127,False,3,10,0,0
26128,False,2,9,0,0
26129,False,1,8,0,0
26130,False,15,7,0,0
26131,False,14,6,0,0
26132,False,13,5,0,0
26133,False,12,4,0,0
26134,False,11,3,0,0
26135,False,10,2,0,0
26136,False,9,1,0,0
26137,False,8,15,0,0
26138,False,7,14,0,0
26139,False,6,13,0,0
26140,False,5,12,0,0
26141,False,4,11,0,0
26142,False,3,10,0,0
26143,False,2,9,0,0
26144,False,1,8,0,0
26145,False,15,7,0,0
26146,False,14,6,0,0
26147,False,13,5,0,0
26148,False,12,4,0,0
26149,False,11,3,0,0
26150,False,10,2,0,0
26151,False,9,1,0,0
26152,False,8,16,0,0
26153,False,7,15,0,0
26154,False,6,14,0,0
26155,False,5,13,0,0
26156,False,4,12,0,0
26157,False,3,11,0,0
26158,False,2,10,0,0
26159,False,1,9,0,0
26160,False,15,8,0,0
26161,False,14,7,0,0
26162,False,13,6,0,0
26163,False,12,5,0,0
26164,False,11,4,0,0
26165,False,10,3,0,0
26166,False,9,2,0,0
26167,False,8,1,0,0
26168,False,7,14,0,0
26169,False,6,13,0,0
26170,False,5,12,0,0
26171,False,4,11,0,0
26172,False,3,10,0,0
26173,False,2,9,0,0
26174,False,1,8,0,0
26175,False,14,7,0,0
26176,False,13,6,0,0
26177,False,12,5,0,0
26178,False,11,4,0,0
26179,False,10,3,0,0
26180,False,9,2,0,0
26181,False,8,1,0,0
26182,False,7,14,0,0
26183,False,6,13,0,0
26184,False,5,12,0,0
26185,False,4,11,0,0
26186,False,3,10,0,0
26187,False,2,9,0,0
26188,False,1,8,0,0
26189,False,14,7,0,0
26190,False,13,6,0,0
26191,False,12,5,0,0
26192,False,11,4,0,0
26193,False,10,3,0,0
26194,False,9,2,0,0
26195,False,8,1,0,0
26196,False,7,15,0,0
26197,False,6,14,0,0
26198,False,5,13,0,0
26199,False,4,12,0,0
26200,False,3,11,0,0
26201,False,2,10,0,0
26202,False,1,9,0,0
26203,False,15,8,0,0
26204,False,14,7,0,0
26205,False,13,6,0,0
26206,False,12,5,0,0
26207,False,11,4,0,0
26208,False,10,3,0,0
26209,False,9,2,0,0
26210,False,8,1,0,0
26211,False,7,13,0,0
26212,False,6,12,0,0
26213,False,5,11,0,0
26214,False,4,10,0,0
26215,False,3,9,0,0
26216,False,2,8,0,0
26217,False,1,7,0,0
26218,False,11,6,0,0
26219,False,10,5,0,0
26220,False,9,4,0,0
26221,False,8,3,0,0
26222,False,7,2,0,0
26223,False,6,1,0,0
26224,False,5,10,0,0
26225,False,4,9,0,0
26226,False,3,8,0,0
26227,False,2,7,0,0
26228,False,1,6,0,0
26229,False,12,5,0,0
26230,False,11,4,0,0
26231,False,10,3,0,0
26232,False,9,2,0,0
26233,False,8,1,0,0
26234,False,7,15,0,0
26235,False,6,14,0,0
26236,False,5,13,0,0
26237,False,4,12,0,0
26238,False,3,11,0,0
26239,False,2,10,0,0
26240,False,1,9,0,0
26241,False,15,8,0,0
26242,False,14,7,0,0
26243,False,13,6,0,0
26244,False,12,5,0,0
26245,False,11,4,0,0
26246,False,10,3,0,0
26247,False,9,2,0,0
26248,False,8,1,0,0
26249,False,7,14,0,0
26250,False,6,13,0,0
26251,False,5,12,0,0
26252,False,4,11,0,0
26253,False,3,10,0,0
26254,False,2,9,0,0
26255,False,1,8,0,0
26256,False,15,7,0,0
26257,False,14,6,0,0
26258,False,13,5,0,0
26259,False,12,4,0,0
26260,False,11,3,0,0
26261,False,10,2,0,0
26262,False,9,1,0,0
26263,False,8,15,0,0
26264,False,7,14,0,0
26265,False,6,13,0,0
26266,False,5,12,0,0
26267,False,4,11,0,0
26268,False,3,10,0,0
26269,False,2,9,0,0
26270,False,1,8,0,0
26271,False,14,7,0,0
26272,False,13,6,0,0
26273,False,12,5,0,0
26274,False,11,4,0,0
26275,False,10,3,0,0
26276,False,9,2,0,0
26277,False,8,1,0,0
26278,False,7,15,0,0
26279,False,6,14,0,0
26280,False,5,13,0,0
26281,False,4,12,0,0
26282,False,3,11,0,0
26283,False,2,10,0,0
26284,False,1,9,0,0
26285,True,16,8,1,0
26286,True,15,7,1,0
26287,True,14,6,1,0
26288,True,13,5,1,0
26289,True,12,4,1,0
26290,True,11,3,1,0
26291,True,10,2,1,0
26292,True,9,1,1,0
26293,True,8,15,1,1
26294,True,7,14,1,1
26295,True,6,13,1,1
26296,True,5,12,1,1
26297,True,4,11,1,1
26298,True,3,10,1,1
26299,True,2,9,1,1
26300,True,1,8,1,1
26301,True,15,7,0,1
26302,True,14,6,0,1
26303,True,13,5,0,1
26304,True,12,4,0,1
26305,True,11,3,0,1
26306,True,10,2,0,1
26307,True,9,1,0,1
26308,False,8,16,0,0
26309,False,7,15,0,0
26310,False,6,14,0,0
26311,False,5,13,0,0
26312,False,4,12,0,0
26313,False,3,11,0,0
26314,False,2,10,0,0
26315,False,1,9,0,0
26316,False,15,8,0,0
26317,False,14,7,0,0
26318,False,13,6,0,0
26319,False,12,5,0,0
26320,False,11,4,0,0
26321,False,10,3,0,0
26322,False,9,2,0,0
26323,False,8,1,0,0
26324,False,7,13,0,0
26325,False,6,12,0,0
26326,False,5,11,0,0
26327,False,4,10,0,0
26328,False,3,9,0,0
26329,False,2,8,0,0
26330,False,1,7,0,0
26331,False,13,6,0,0
26332,False,12,5,0,0
26333,False,11,4,0,0
26334,False,10,3,0,0
26335,False,9,2,0,0
26336,False,8,1,0,0
26337,True,7,14,0,4
26338,True,6,13,0,4
26339,True,5,12,0,4
26340,True,4,11,0,4
26341,True,3,10,0,4
26342,True,2,9,0,4
26343,True,1,8,0,4
26344,True,15,7,4,4
26345,True,14,6,4,4
26346,True,13,5,4,4
26347,True,12,4,4,4
26348,True,11,3,4,4
26349,True,10,2,4,4
26350,True,9,1,4,4
26351,True,8,17,4,3
26352,True,7,16,4,3
26353,True,6,15,4,3
26354,True,5,14,4,3
26355,True,4,13,4,3
26356,True,3,12,4,3
26357,True,2,11,4,3
26358,True,1,10,4,3
26359,True,17,9,3,3
26360,True,16,8,3,3
26361,True,15,7,3,3
26362,True,14,6,3,3
26363,True,13,5,3,3
26364,True,12,4,3,3
26365,True,11,3,3,3
26366,True,10,2,3,3
26367,True,9,1,3,3
26368,True,8,16,3,2
26369,True,7,15,3,2
26370,True,6,14,3,2
26371,True,5,13,3,2
26372,True,4,12,3,2
26373,True,3,11,3,2
26374,True,2,10,3,2
26375,True,1,9,3,2
26376,True,15,8,2,2
26377,True,14,7,2,2
26378,True,13,6,2,2
26379,True,12,5,2,2
26380,True,11,4,2,2
26381,True,10,3,2,2
26382,True,9,2,2,2
26383,True,8,1,2,2
26384,True,7,15,2,1
26385,True,6,14,2,1
26386,True,5,13,2,1
26387,True,4,12,2,1
26388,True,3,11,2,1
26389,True,2,10,2,1
26390,True,1,9,2,1
26391,True,15,8,1,1
26392,True,14,7,1,1
26393,True,13,6,1,1
26394,True,12,5,1,1
26395,True,11,4,1,1
26396,True,10,3,1,1
26397,True,9,2,1,1
26398,True,8,1,1,1
26399,True,7,15,1,0
26400,True,6,14,1,0
26401,True,5,13,1,0
26402,True,4,12,1,0
26403,True,3,11,1,0
26404,True,2,10,1,0
26405,True,1,9,1,0
26406,False,14,8,0,0
26407,False,13,7,0,0
26408,False,12,6,0,0
26409,False,11,5,0,0
26410,False,10,4,0,0
26411,False,9,3,0,0
26412,False,8,2,0,0
26413,False,7,1,0,0
26414,False,6,13,0,0
26415,False,5,12,0,0
26416,False,4,11,0,0
26417,False,3,10,0,0
26418,False,2,9,0,0
26419,False,1,8,0,0
26420,False,13,7,0,0
26421,False,12,6,0,0
26422,False,11,5,0,0
26423,False,10,4,0,0
26424,False,9,3,0,0
26425,False,8,2,0,0
26426,False,7,1,0,0
26427,False,6,13,0,0
26428,False,5,12,0,0
26429,False,4,11,0,0
26430,False,3,10,0,0
26431,False,2,9,0,0
26432,False,1,8,0,0
26433,False,15,7,0,0
26434,False,14,6,0,0
26435,False,13,5,0,0
26436,False,12,4,0,0
26437,False,11,3,0,0
26438,False,10,2,0,0
26439,False,9,1,0,0
26440,False,8,16,0,0
26441,False,7,15,0,0
26442,False,6,14,0,0
26443,False,5,13,0,0
26444,False,4,12,0,0
26445,False,3,11,0,0
26446,False,2,10,0,0
26447,False,1,9,0,0
26448,False,15,8,0,0
26449,False,14,7,0,0
26450,False,13,6,0,0
26451,False,12,5,0,0
26452,False,11,4,0,0
26453,False,10,3,0,0
26454,False,9,2,0,0
26455,False,8,1,0,0
26456,False,7,15,0,0
26457,False,6,14,0,0
26458,False,5,13,0,0
26459,False,4,12,0,0
26460,False,3,11,0,0
26461,False,2,10,0,0
26462,False,1,9,0,0
26463,False,16,8,0,0
26464,False,15,7,0,0
26465,False,14,6,0,0
26466,False,13,5,0,0
26467,False,12,4,0,0
26468,False,11,3,0,0
26469,False,10,2,0,0
26470,False,9,1,0,0
26471,False,8,15,0,0
26472,False,7,14,0,0
26473,False,6,13,0,0
26474,False,5,12,0,0
26475,False,4,11,0,0
26476,False,3,10,0,0
26477,False,2,9,0,0
26478,False,1,8,0,0
26479,False,14,7,0,0
26480,False,13,6,0,0
26481,False,12,5,0,0
26482,False,11,4,0,0
26483,False,10,3,0,0
26484,False,9,2,0,0
26485,False,8,1,0,0
26486,False,7,15,0,0
26487,False,6,14,0,0
26488,False,5,13,0,0
26489,False,4,12,0,0
26490,False,3,11,0,0
26491,False,2,10,0,0
26492,False,1,9,0,0
26493,False,15,8,0,0
26494,False,14,7,0,0
26495,False,13,6,0,0
26496,False,12,5,0,0
